Lat         Long
40.722.945	-74.047.389
42.844.205	-73.975.331
40.769.224	-73.958.741
40.693.866	-73.960.717
40.734.012	-74.006.746
40.781.428	-7.395.001
42.566.029	-87.816.803
4.076.228	-73.925.742
40.851.975	-72.506.196
43.408.777	-74.871.618
40.679.882	-73.974.204
40.819.083	-73.817.477
40.709.036	-74.059.283
34.079.068	-118.404.821
40.761.141	-73.977.044
41.503.767	-73.968.157
40.746.845	-73.944.439
40.729.891	-7.399.938
40.761.558	-73.977.604
3.609.111	-80.251.716
40.734.012	-74.006.746
40.720.542	-73.984.442
40.721.114	-73.992.499
40.764.399	-73.971.662
40.764.546	-73.977.284
41.584.733	-87.337.238
40.818.088	-73.213.209
41.308.495	-7.292.432
40.754.501	-73.986.607
40.705.006	-73.933.589
40.750.417	-73.986.883
41.306.607	-72.930.749
4.134.843	-7.243.925
40.781.428	-7.395.001
40.738.195	-73.990.833
40.756.372	-73.982.194
40.752.417	-73.982.608
41.289.808	-73.500.194
40.761.943	-73.028.101
40.745.221	-73.978.294
40.721.287	-73.248.296
4.076.046	-73.966.587
40.765.963	-73.016.804
40.756.264	-73.993.637
40.724.796	-73.948.014
40.718.374	-73.963.969
4.075.236	-73.977.412
41.209.525	-73.575.705
40.861.544	-74.576.952
40.728.425	-73.999.882
33.367.672	-93.460.621
40.792.815	-73.416.288
40.683.196	-73.973.501
40.790.395	-73.008.064
40.765.823	-73.987.179
40.727.516	-74.000.613
40.990.585	-74.314.073
40.673.724	-73.983.213
40.715.574	-73.953.402
42.085.779	-80.074.382
4.076.583	-73.980.035
40.762.932	-73.986.256
40.744.527	-73.990.541
40.760.818	-73.990.103
41.895.331	-87.624.933
40.764.546	-73.977.284
40.825.444	-73.985.872
40.729.187	-73.984.385
40.703.143	-73.932.293
40.745.233	-73.979.362
40.712.518	-73.948.988
38.905.186	-77.040.465
3.406.368	-118.306.093
40.885.071	-72.389.101
40.998.578	-73.884.586
40.774.138	-74.020.891
41.803.661	-91.496.478
40.731.829	-73.989.181
40.593.969	-74.148.087
33.990.689	-118.276.424
40.764.546	-73.977.284
41.307.044	-72.929.074
40.801.216	-7.373.559
40.753.006	-73.986.287
40.664.837	-73.878.906
40.754.904	-73.986.892
44.673.631	-70.148.559
40.756.837	-7.398.844
40.840.079	-73.312.177
40.748.437	-7.397.807
42.058.712	-73.909.002
41.308.495	-7.292.432
40.707.992	-7.400.632
40.681.311	-73.978.381
4.094.461	-72.263.018
40.801.113	-73.017.407
4.106.944	-71.932.583
39.747.595	-74.114.116
40.765.034	-73.979.301
40.656.477	-7.364.831
40.751.759	-73.990.621
40.742.132	-73.983.802
37.736.197	-122.390.437
40.766.149	-73.991.791
40.726.847	-7.400.758
40.761.141	-73.977.044
40.757.107	-7.397.716
40.749.865	-73.989.749
40.759.256	-73.989.828
41.059.341	-73.819.457
40.760.333	-73.994.737
40.767.893	-73.983.575
40.757.595	-73.973.992
40.752.325	-73.988.566
40.706.846	-74.007.097
40.758.827	-73.978.813
39.951.816	-7.516.981
40.749.248	-73.975.784
40.711.556	-74.015.328
40.659.844	-73.928.997
43.059.223	-74.321.776
40.769.391	-7.396.279
40.735.712	-74.007.562
40.855.606	-73.199
4.070.939	-7.383.004
40.848.398	-74.160.266
41.083.517	-72.352.272
3.966.502	-74.738.208
38.901.495	-77.011.364
40.727.577	-73.988.638
40.775.478	-73.963.121
40.735.398	-74.003.212
4.137.238	-71.953.842
40.892.726	-72.424.604
40.731.653	-739.857
40.712.468	-74.007.929
29.374.994	-98.588.562
41.444.001	-73.147.999
40.828.574	-73.948.558
40.738.848	-73.988.416
40.765.823	-73.987.179
40.728.708	-74.034.566
40.721.752	-73.997.797
41.030.093	-73.583.719
40.836.999	-73.402.937
40.748.294	-73.988.465
40.288.512	-8.729.169
40.753.536	-73.981.019
40.760.426	-73.978.775
40.737.563	-80.313.971
40.646.819	-74.083.889
40.573.109	-74.136.194
40.705.006	-73.933.589
4.082.393	-73.949.385
40.885.566	-73.249.901
40.740.103	-73.989.344
40.642.599	-73.639.855
40.758.302	-73.984.154
39.751.452	-104.843.216
4.073.945	-73.985.993
38.901.715	-77.037.602
42.947.978	-74.190.897
40.706.994	-73.933.061
40.703.814	-74.011.741
40.842.557	-73.536.578
34.111.751	-117.614.187
40.739.981	-73.990.487
40.718.605	-73.948.758
4.075.771	-7.395.988
43.627.146	-70.319.966
43.408.777	-74.871.618
40.736.959	-73.650.892
40.782.001	-73.981.276
4.068.609	-73.974.229
40.794.845	-73.058.749
40.731.829	-73.989.181
4.068.295	-739.708
39.418.553	-80.056.012
40.816.709	-73.465.948
40.647.421	-73.918.703
40.784.742	-7.397.752
40.727.313	-73.982.761
38.935.187	-74.922.435
40.896.616	-73.832.066
40.734.837	-73.988.329
40.762.983	-73.976.382
43.408.777	-74.871.618
40.744.477	-73.984.635
40.703.395	-74.009.771
40.746.949	-739.826
4.072.272	-73.983.344
40.656.968	-73.642.877
4.068.295	-739.708
32.624.815	-117.057.991
40.872.605	-73.628.622
43.408.777	-74.871.618
40.726.944	-74.035.412
40.821.869	-73.995.828
40.520.756	-80.005.743
40.764.628	-73.963.144
40.736.735	-74.001.359
40.763.738	-73.921.579
40.842.684	-73.968.786
36.931.534	-76.705.487
40.861.544	-74.576.952
39.968.116	-76.696.327
35.739.818	-83.460.461
4.072.979	-74.003.494
40.713.076	-73.957.297
40.726.717	-73.995.882
34.239.201	-118.553.791
40.750.534	-73.980.755
4.068.295	-739.708
40.656.883	-73.671.806
43.408.777	-74.871.618
40.819.199	-73.200.059
40.732.671	-7.332.501
40.216.928	-74.031.581
41.381.113	-73.751.935
41.584.733	-87.337.238
40.739.375	-74.002.025
40.931.749	-73.886.621
40.725.141	-73.957.069
40.742.042	-74.000.622
4.071.111	-73.950.769
40.741.393	-74.001.097
40.739.703	-74.008.343
40.752.632	-73.977.526
40.695.158	-73.996.095
40.793.541	-73.970.969
40.840.492	-73.280.815
40.787.986	-73.970.988
40.850.373	-73.969.968
40.816.103	-73.979.998
40.878.524	-73.264.468
407.525	-73.967.579
4.080.238	-73.952.681
40.752.632	-73.977.526
43.408.777	-74.871.618
40.709.005	-73.296.337
40.783.903	-73.956.768
40.740.605	-7.398.586
40.752.632	-73.977.526
40.736.959	-73.650.892
40.736.257	-74.029.274
40.603.744	-73.657.126
43.408.777	-74.871.618
41.864.944	-87.802.816
40.752.059	-74.005.857
36.444.339	-83.601.187
40.750.938	-73.991.594
40.750.938	-73.991.594
40.181.338	-74.021.079
41.878.431	-87.626.809
40.795.036	-7.396.993
40.735.314	-74.164.493
40.735.314	-74.164.493
4.063.351	-74.115.632
40.651.342	-73.979.687
40.441.187	-80.001.048
33.494.104	-111.922.736
40.714.021	-74.015.536
30.524.771	-82.942.215
40.665.875	-74.214.728
40.711.356	-74.312.186
40.685.341	-75.497.186
41.186.019	-80.768.751
41.003.314	-73.660.091
43.216.192	-74.182.134
40.729.323	-73.988.177
40.709.335	-7.400.713
40.656.458	-73.648.211
45.679.015	-111.037.034
52.997.765	-7.428.402
41.155.429	-73.422.805
40.720.646	-73.996.894
4.072.571	-7.400.928
40.751.254	-73.978.614
40.736.855	-74.063.677
40.724.814	-73.998.755
40.657.765	-73.647.605
40.847.655	-73.831.207
43.408.777	-74.871.618
41.281.135	-7.292.984
4.060.844	-744.746
40.746.056	-73.600.498
21.279.343	-157.832.106
43.408.777	-74.871.618
40.739.672	-73.613.543
40.718.904	-74.010.187
42.449.919	-73.264.699
42.449.919	-73.264.699
40.543.801	-74.165
40.762.808	-73.975.429
40.745.137	-73.990.043
3.907.009	-74.745.804
40.721.058	-73.956.571
42.449.919	-73.264.699
42.449.919	-73.264.699
42.449.919	-73.264.699
38.900.728	-77.026.732
40.783.053	-73.973.758
40.731.829	-73.989.181
2.140.572	-157.789.396
40.768.279	-73.982.719
42.688.772	-8.804.906
40.666.348	-73.486.622
40.719.832	-73.987.833
40.671.876	-73.957.391
40.894.751	-73.335.796
40.723.779	-74.009.618
41.469.795	-74.527.735
42.990.686	-89.530.509
40.720.115	-73.558.861
40.778.215	-73.418.857
40.691.497	-73.984.647
37.226.234	-93.301.867
40.742.209	-73.983.608
41.108.794	-72.361.928
41.043.111	-73.575.603
40.894.099	-73.972.544
40.554.501	-74.339.884
34.183.952	-92.004.862
40.735.569	-73.997.824
40.714.032	-74.009.098
33.681.632	-117.886.418
40.752.412	-73.988.749
41.111.875	-73.416.217
39.962.565	-77.580.206
41.033.837	-73.568.439
39.460.069	-74.731.462
33.560.478	-117.633.331
40.753.513	-73.983.908
44.849.557	-742.831
40.745.221	-73.978.294
4.072.495	-73.992.562
41.554.438	-73.202.777
41.844.739	-70.757.577
40.773.363	-73.956.222
40.739.987	-73.246.249
40.722.143	-73.867.566
40.766.416	-73.953.845
40.753.765	-73.989.131
40.941.265	-73.834.239
40.772.301	-7.395.544
41.286.615	-72.927.181
32.345.997	-89.646.872
33.791.153	-118.137.833
44.673.599	-70.149.473
40.919.545	-72.343.749
40.673.081	-73.956.954
37.779.879	-122.388.522
42.086.059	-7.205.851
40.701.556	-73.321.884
3.754.772	-122.044.897
4.070.015	-73.322.452
29.732.769	-95.411.598
33.991.606	-118.274.896
40.872.216	-73.425.353
40.730.237	-74.000.428
43.179.478	-77.638.786
4.074.012	-74.031.337
33.732.912	-85.800.334
40.759.179	-73.832.188
40.744.378	-73.998.879
40.776.253	-73.979.411
40.873.042	-73.428.021
40.781.846	-73.472.622
40.871.895	-73.427.831
40.828.656	-73.667.236
4.073.215	-73.274.557
4.070.878	-74.009.399
42.449.919	-73.264.699
40.709.036	-74.059.283
42.486.791	-70.884.484
40.816.123	-74.218.255
41.554.129	-73.061.738
40.687.413	-7.398.249
40.820.048	-73.958.609
41.307.044	-72.929.074
4.082.833	-7.342.204
42.449.919	-73.264.699
40.731.477	-74.005.698
41.317.346	-74.199.881
40.988.682	-73.789.203
40.690.034	-73.992.203
41.506.437	-87.621.973
40.719.243	-74.000.158
40.812.958	-73.114.491
39.055.414	-84.503.716
40.743.291	-73.991.364
40.787.473	-73.971.226
41.544.666	-73.010.143
40.750.534	-73.980.755
40.754.021	-73.968.938
40.582.316	-74.271.506
29.784.574	-95.792.235
26.537.915	-81.915.863
40.755.509	-73.988.009
4.094.558	-73.072.669
37.244.809	-121.890.706
40.751.131	-73.571.701
40.760.711	-73.987.929
41.027.611	-7.362.863
40.733.148	-74.005.365
40.750.359	-73.985.385
40.997.726	-72.287.491
4.078.805	-7.397.451
43.408.777	-74.871.618
37.302.872	-121.864.616
40.761.435	-73.969.923
40.770.945	-73.950.984
41.880.188	-8.762.551
40.755.761	-73.982.036
40.745.082	-73.920.947
31.541.391	-97.138.429
35.012.466	-85.825.693
40.754.756	-73.973.463
40.693.126	-7.396.718
40.437.293	-75.357.157
37.254.715	-93.315.725
407.817	-73.473.035
40.715.993	-74.007.346
41.887.295	-87.627.382
40.943.633	-72.870.319
41.040.324	-73.543.402
33.665.188	-84.410.679
39.069.322	-94.583.037
41.036.102	-71.944.301	
38.422.072	-121.401.154
40.718.066	-73.992.126
38.625.849	-76.917.292
40.746.266	-73.993.845
37.789.702	-122.414.232
40.694.727	-73.781.915
40.742.934	-73.990.514
41.768.661	-72.510.221
40.883.131	-72.507.803
40.716.007	-73.987.497
40.706.296	-73.831.465
33.729.562	-118.284.681
38.926.316	-77.522.068
40.720.866	-74.042.971
34.084.901	-118.383.144
40.732.248	-73.866.297
40.634.038	-73.581.891
38.781.216	-77.187.039
40.721.481	-74.012.717
4.087.942	-73.951.471
34.119.726	-93.048.916
41.309.106	-72.932.975
41.601.329	-72.752.462
36.061.813	-94.167.177
40.658.714	-74.121.403
40.760.952	-73.984.131
40.091.785	-75.371.722
4.242.105	-83.107.912
35.171.786	-80.849.267
40.777.131	-74.353.637
40.663.602	-73.984.587
42.367.032	-71.050.494
42.940.022	-89.392.949
3.614.543	-115.186.825
38.882.222	-77.228.148
40.889.378	-74.259.047
40.734.294	-73.991.043
40.730.485	-74.002.324
39.085.593	-84.510.529
25.860.019	-80.265.154
43.529.319	-71.462.802
40.569.255	-74.301.574
4.072.084	-73.987.847
35.905.859	-77.555.509
40.501.446	-86.140.925
40.829.843	-73.411.128
39.955.174	-75.156.672
40.750.127	-73.982.204
40.727.896	-73.707.733
40.753.545	-73.938.616
40.681.508	-73.950.634
40.754.313	-73.972.709
36.849.912	-76.290.747
21.282.486	-157.830.139
40.672.968	-73.689.648
42.476.636	-73.770.206
37.786.422	-122.410.327
40.738.743	-74.000.527
40.749.863	-7.399.445
40.867.076	-73.924.312
37.606.293	-77.353.858
31.480.424	-100.446.576
26.087.573	-80.296.011
30.024.417	-95.517.599
40.853.551	-73.874.979
39.530.982	-76.352.231
40.904.572	-74.210.738
40.753.385	-74.174.325
39.188.292	-96.582.465
41.375.517	-73.729.085
40.702.299	-73.989.598
29.552.875	-95.393.792
40.692.491	-7.392.759
40.775.356	-73.956.285
4.072.194	-73.992.081
40.604.391	-79.742.629
31.779.618	-93.073.595
40.765.823	-73.987.179
41.881.233	-87.639.114
4.189.148	-87.624.957
40.787.073	-73.977.908
39.042.418	-94.588.853
4.079.272	-73.803.494
40.696.521	-73.920.121
40.723.214	-74.003.645
41.717.433	-73.854.135
39.954.522	-75.190.018
41.554.916	-7.267.516
4.075.863	-73.967.949
3.876.885	-77.484.829
33.096.672	-96.802.936
33.964.136	-118.203.187
3.884.622	-7.730.637
2.993.511	-90.108.511
41.012.027	-7.379.629
33.858.097	-118.109.822
341.483	-118.255.468
33.885.972	-84.287.694
38.362.092	-76.707.916
4.127.069	-7.294.081
40.751.403	-73.364.136
33.417.637	-111.925.843
32.441.824	-93.755.547
30.139.876	-98.735.954
40.756.655	-7.399.303
42.759.958	-86.122.112
40.765.033	-73.965.731
41.359.549	-81.683.999
39.153.204	-76.724.578
4.068.078	-74.105.419
40.763.536	-73.986.525
40.752.095	-73.979.363
40.749.435	-7.398.813
40.772.314	-7.401.681
40.611.661	-73.958.833
40.731.663	-73.982.924
40.715.866	-73.996.252
40.609.726	-73.921.837
39.508.573	-121.563.448
40.695.266	-74.269.078
30.295.775	-97.742.115
41.127.476	-77.460.301
40.772.265	-72.985.177
26.712.401	-8.005.018
38.908.144	-77.042.284
47.601.596	-122.333.816
40.819.384	-73.927.267
42.664.757	-72.546.423
40.742.065	-74.000.563
41.903.073	-7.246.959
40.652.256	-73.956.582
40.857.497	-74.059.819
4.073.694	-73.996.902
41.142.229	-73.359.576
39.022.846	-77.476.711
4.070.554	-74.004.454
37.301.343	-121.822.347
32.812.711	-96.771.269
40.715.262	-73.913.687
41.744.349	-70.660.494
40.734.529	-74.009.652
4.062.523	-74.237.823
37.764.682	-122.435.724
40.886.019	-72.391.441
34.046.705	-118.255.976
34.087.258	-118.380.317
38.863.731	-77.060.561
30.365.885	-88.651.782
40.727.238	-73.992.349
42.388.702	-7.156.178
40.746.612	-73.988.334
37.797.657	-122.395.704
43.320.663	-76.162.978
42.699.618	-73.093.411
32.038.377	-81.105.334
42.042.494	-74.118.058
41.807.411	-72.556.248
40.681.285	-73.975.163
40.718.782	-74.005.993
40.754.021	-73.949.297
39.662.308	-77.745.183
41.040.561	-73.543.511
40.723.287	-73.950.659
3.322.151	-117.244.598
40.664.234	-74.120.871
29.895.881	-9.006.109
40.828.287	-7.324.667
36.991.836	-76.395.009
41.853.632	-8.763.485
40.224.156	-74.004.103
40.894.841	-73.827.542
42.147.796	-71.520.842
40.757.321	-7.397.159
2.960.658	-95.621.758
4.075.074	-73.977.092
38.901.495	-77.011.364
38.901.495	-77.011.364
29.751.438	-95.615.792
37.870.126	-12.226.719
2.841.959	-81.293.691
25.789.632	-80.130.643
33.082.164	-96.818.456
42.351.387	-71.066.131
40.669.303	-74.116.175
38.901.495	-77.011.364
40.707.721	-74.013.557
37.549.525	-77.449.507
40.750.046	-73.992.266
39.828.808	-84.017.206
41.260.021	-73.685.534
29.911.348	-81.320.097
28.456.375	-81.311.035
40.807.485	-73.627.257
40.690.908	-7.398.866
4.075.304	-73.987.067
40.710.329	-74.016.694
40.222.947	-74.017.404
41.206.072	-73.037.848
4.068.295	-739.708
40.743.637	-73.981.395
34.034.628	-118.685.907
40.834.176	-74.090.309
41.314.427	-72.916.542
41.886.983	-87.651.763
40.752.724	-73.927.515
40.759.741	-73.986.186
3.787.283	-122.268.923
40.999.759	-75.180.111
40.721.639	-73.988.829
31.775.879	-84.798.086
41.505.127	-74.077.145
33.747.005	-117.919.049
41.763.682	-72.197.196
40.754.998	-73.986.284
38.901.495	-77.011.364
42.366.713	-71.060.327
41.197.059	-73.732.016
33.739.719	-117.784.697
40.781.285	-72.996.559
38.084.862	-78.921.856
40.828.325	-73.420.591
38.901.495	-77.011.364
40.753.153	-73.987.437
40.709.325	-73.923.155
40.719.632	-74.005.781
40.304.259	-121.225.434
4.065.228	-74.210.801
34.071.482	-118.357.471
40.730.908	-73.990.136
3.398.992	-117.914.106
38.019.897	-121.293.372
47.675.395	-122.284.062
38.898.599	-77.260.053
42.101.079	-76.063.561
3.272.282	-97.080.286
39.080.026	-77.158.493
40.695.266	-74.269.078
40.750.753	-73.981.975
42.320.685	-74.264.751
39.747.922	-74.113.271
40.753.186	-73.965.981
40.716.083	-73.962.862
40.935.068	-73.861.966
40.717.324	-74.005.199
40.835.568	-7.394.411
43.408.777	-74.871.618
33.321.344	-111.982.553
40.632.589	-74.027.167
26.718.644	-80.040.055
41.772.252	-12.419.863
40.947.299	-74.070.169
4.260.667	-89.647.083
40.769.401	-73.958.155
35.740.921	-89.531.271
40.742.222	-74.004.664
41.574.831	-9.373.709
42.412.729	-71.050.059
40.726.743	-73.423.021
34.101.834	-118.110.397
40.700.335	-73.323.027
40.433.541	-74.558.306
40.720.446	-74.044.072
37.371.801	-121.846.406
42.302.595	-87.958.679
41.012.121	-73.851.317
40.754.577	-73.969.381
33.519.199	-112.333.321
32.036.315	-81.105.822
32.792.615	-79.941.187
33.380.006	-111.806.246
40.724.044	-73.950.252
40.917.973	-73.806.415
40.078.017	-75.027.034
40.868.899	-73.321.935
41.167.759	-73.186.011
40.745.796	-73.953.366
41.502.631	-73.962.429
40.503.877	-74.263.092
40.722.713	-74.165.567
4.068.295	-739.708
32.305.553	-87.791.547
40.898.442	-73.835.808
28.553.984	-81.207.941
40.714.369	-73.961.517
